,SUBJECT.NAME,batch,treatment,pod_count,pod_biomass,length_u10,length_rsd,length_mean,length_p95,area_u10,area_rsd,area_mean,area_p95,diameter_u10,diameter_rsd,diameter_mean,diameter_p95,volume_u10,volume_rsd,volume_mean,volume_p95
16,MAGIC.114,1,1,141.33333333333334,535.146694779137,15.85394715825903,0.3615467370605681,10.387416150185556,15.847512018555307,6.982916586203917,0.5206942271354968,3.79889732280839,6.902489472553576,0.7748001752505566,0.19931106336542279,0.5778359078012981,0.7643628048261949,3.3786642152469923,0.6093638203136499,1.649640847650291,3.3713996411138694
17,MAGIC.114,1,4,161.33333333333334,594.1241844586222,15.787071680020532,0.37332867132865005,10.550512965647654,15.730067637541426,6.816556931480744,0.5381091019541588,3.817798335682871,6.774368601775767,0.8474073571906752,0.24150936996654923,0.5854743971057723,0.8474073571906752,3.579395868925379,0.661427928684692,1.751772741813288,3.553396340448939
18,MAGIC.115,1,1,143.0,591.0375546058807,13.126011833819698,0.268899488764705,9.648213230135177,13.11638495601312,6.735770768215896,0.40975178539061097,4.138230540758002,6.715843514610565,0.8474073571906752,0.19421733593483123,0.650593547195985,0.8474073571906752,3.5341515914296147,0.5003436032185974,1.9551410138916774,3.5295634393455373
19,MAGIC.115,1,4,172.33333333333334,800.0451225406026,13.457360747536669,0.18616029919598023,10.944544592101133,13.440501660907842,6.543679224452809,0.2781966378034713,4.635836134596097,6.541524926765747,0.8474073571906752,0.23963599461082052,0.6729844329942267,0.8474073571906752,3.5003776941440456,0.44805293355263814,2.1990984754208696,3.489608281613363
20,MAGIC.116,1,1,120.33333333333333,622.7883120170391,14.386355006304322,0.14582362233261295,12.302864865891266,14.377079685058339,7.47601139013159,0.29971447911182275,5.169907641229398,7.39552443487883,0.8582870735672318,0.491742297206686,0.7082736764142435,0.850671272103642,4.138258282499805,1.4139568544806502,2.8671652701340746,4.116719457438442
21,MAGIC.116,1,4,174.33333333333334,893.2651739559487,14.758969685515401,0.16917476582203808,12.113934403700249,14.744229729214842,7.286911926489425,0.2967332157674494,5.125012799705249,7.267642930510696,0.8768411776879587,0.1792622131078153,0.6802401800617202,0.8722365450414565,4.020368263672816,0.40852471401396634,2.4256573322777677,3.978310202902106
22,MAGIC.118,1,1,137.33333333333334,623.0324657549063,16.095221844233663,0.3774520473643978,10.432149220738241,16.079738930053765,8.118710200105282,0.5419486748642637,4.522160662598609,8.11051190057396,0.8474073571906752,0.5675011959735231,0.6714371466744739,0.8474073571906752,4.550873348394265,1.8895330058387625,2.643607130089536,4.518055316126212
23,MAGIC.118,1,4,144.33333333333334,728.657681351588,15.161796937298456,0.24140862764613047,11.737876443589109,15.139615163498638,7.57594686617033,0.3485123974733913,5.05002488564749,7.561943931204424,0.8474073571906752,0.28118867769734757,0.6775031354704547,0.8474073571906752,4.114680278734408,0.5629028906140933,2.473117018728417,4.106332390914767
24,MAGIC.119,1,1,138.66666666666666,668.2224502371905,14.442332195136919,0.24551243209271942,11.077598096536924,14.412952654846857,7.21570041961152,0.36951045247358844,4.827102158204248,7.20181716785045,0.8474073571906752,0.2004404407741521,0.6683763356371273,0.8474073571906752,3.9308355736988063,0.45412526695858607,2.290299359248463,3.91681622010857
25,MAGIC.119,1,4,126.0,580.8309708973973,13.70098730305252,0.26423071399035963,10.370228339978521,13.693056666608426,7.139701584540144,0.4167834314617565,4.426219985943774,7.1364102964071305,0.8175862988353559,0.2705148976515805,0.6503406724821903,0.8175862988353559,3.849905668882441,0.6065723397770358,2.1020763700806264,3.827602151807065
26,MAGIC.12,1,1,147.0,747.7172317218508,15.800191412863136,0.18489061387146183,12.652786707618587,15.757322138133283,7.6818665024509105,0.30479540522664306,5.085009247342889,7.666517131430589,0.8474073571906751,0.16810493722348346,0.6495415417426404,0.8474073571906751,3.973530877814526,0.3980450056483762,2.3460703196664867,3.949156319867864
27,MAGIC.12,1,4,301.0,1393.3099815884966,15.19371431832702,0.19511002516058987,12.309751573190317,15.19371431832702,7.3641075936091696,0.3188298332940226,4.628936815908626,7.3641075936091696,0.8474073571906751,0.184820202046922,0.6248372845284442,0.8474073571906751,3.745079138628173,0.4244010111637117,2.0851004495381456,3.745079138628173
28,MAGIC.120,1,1,117.66666666666667,586.7397307201908,14.619255484074314,0.32341487610166925,10.228747950111181,14.606876978296667,8.50229487160727,0.4525070657219757,4.9695950177525985,8.439461189067941,1.0120142265652896,0.20136040309520534,0.7376635473285398,1.0103777764335529,5.508968717617928,0.5740499662027198,2.6078026103062446,5.467739073195731
29,MAGIC.120,1,4,154.33333333333334,657.4365998172968,14.033583483945288,0.3605244349840688,8.940926762778822,13.970912837918911,7.76265266571576,0.4812669544552999,4.241523142222932,7.7207635440228755,1.0073386547603278,0.2128137033723139,0.7144964548236116,1.0073386547603278,4.630847388193115,0.5943572832359462,2.1618678780491236,4.592740236161471
30,MAGIC.121,1,1,114.0,616.3816700621245,16.225973870084804,0.2288410801871236,12.49524905737655,16.19602653826041,8.52862517667137,0.35035321695655935,5.465963930659471,8.51366477606677,0.8474073571906752,0.16272650337747377,0.680182872315656,0.8474073571906752,4.649964688543437,0.43866180820487055,2.649313466715895,4.6462049528078735
31,MAGIC.121,1,4,165.66666666666666,908.9855629112643,15.33453312213353,0.1981489699026853,12.035353012176982,15.308074466789614,7.93320123260822,0.2907001430684981,5.485423724936364,7.918001465593945,0.8474073571906752,0.14861994540755266,0.6914764449483434,0.8474073571906752,4.3287940426580205,0.36783451309361315,2.6596000803188296,4.3053434875616245
32,MAGIC.123,1,1,142.33333333333334,777.8750056766312,14.828998997895987,0.17159589630030467,12.09555604763573,14.823917407049052,7.775817818247809,0.27094132091201784,5.465929115721168,7.7736635205607465,0.8530013481456061,0.14295496612489975,0.6892834202053347,0.8530013481456061,4.355558263148471,0.38296723823862183,2.6385612042239885,4.353455360109936
33,MAGIC.123,1,4,163.33333333333334,943.7020701382789,14.814905088792477,0.1971861488786922,11.917439582170656,14.79629809730315,8.65189887765329,0.30895750993123444,5.783783378015855,8.64549582619452,0.9721959305458086,0.34900307918982837,0.7523735931359133,0.952705434439256,5.2056408853928104,0.726264453660339,3.115800723649969,5.179768805585374
34,MAGIC.124,1,1,120.0,657.4940477556185,14.932638261055862,0.1891657758961313,11.82764691321105,14.892917418041955,8.01398739587307,0.2866542680239023,5.6069224795596995,7.986639783567857,0.8845155654321285,0.1414523444899081,0.7211230627722655,0.8845155654321285,4.590701057457438,0.3843306797926805,2.819584796099964,4.579389988083498
35,MAGIC.124,1,4,156.0,617.7831603907636,13.508835955796526,0.357656330807869,9.262046401362289,13.47504125769054,6.876398533899152,0.48754273557535927,3.984683211550878,6.8386384827731375,0.8474073571906752,0.1937688330884575,0.6585997389488409,0.8474073571906752,3.78522546936385,0.5841218133038977,1.9025435384253566,3.7632405739609793
36,MAGIC.125,1,1,115.33333333333333,582.8715695398649,16.656976701369032,0.1741936814685969,13.42869542241607,16.640160414183317,7.63159955641945,0.30468382812686007,5.099880751036866,7.558293593456899,0.8474073571906752,0.18273579184792396,0.6348873372569609,0.8474073571906752,3.901841001500818,0.4031638123584986,2.291237300056014,3.87001069641753
37,MAGIC.125,1,4,183.66666666666666,968.7182536132699,16.742620280943814,0.17904199096912418,13.65639120163793,16.738809087808615,7.9487600492370065,0.2915489649461616,5.310669688226278,7.940202700091173,0.8474073571906752,0.36575115589523294,0.6566737365017022,0.8474073571906752,4.197203291913301,0.704546278560236,2.5288340858733167,4.193794040017493
38,MAGIC.126,1,1,123.33333333333333,744.6641131664637,17.611521579181744,0.3195665434369106,13.3455612337952,17.595551069927595,9.86189607855348,0.4376391064711256,6.011463492582515,9.769560486021875,0.9378698726411319,0.37601118410828344,0.7126481852604648,0.9321779238558011,5.809428954790495,0.699519733148337,3.117007366444581,5.766765512842025
39,MAGIC.126,1,4,134.0,511.39795644336795,15.996256773306564,0.42606509078853705,9.743910103029675,15.853456608499817,7.498152783026401,0.5924126512306289,3.8883939624459685,7.380923083888742,0.8393457315884697,0.29206342851353,0.616595782319301,0.8393457315884697,4.068798757893634,0.7350490030857729,1.8740108178468178,4.038083628664117
40,MAGIC.127,1,1,119.66666666666667,526.3511760556795,14.213517942214397,0.30883439852714273,9.937200550595678,14.203105307085366,7.435917516511258,0.4305009662179298,4.454463446813069,7.425624760895292,0.8474073571906752,0.2646180211281796,0.6868652619326926,0.8474073571906752,4.012402721860183,0.5777316842965319,2.181599813492494,3.9978735735939375
41,MAGIC.127,1,4,145.66666666666666,640.5193788136131,14.152593470234136,0.298104861567087,10.396909788897629,14.141108227330514,6.9547910330672655,0.41694662729823717,4.415253651637393,6.947849407186729,0.8530013481456061,0.19414933646346855,0.6588549437949998,0.8507637517636337,3.7807647659487755,0.5048742558528491,2.1301497632927067,3.7549564104758395
42,MAGIC.129,1,1,128.0,745.5617372027397,17.578012507657306,0.22606995678716849,13.835463802168626,17.566429847127594,8.469381990277146,0.340627977431987,5.93932346407041,8.457712877805557,0.8474073571906752,0.2108265555813622,0.6846886661623609,0.8474073571906752,4.523153262886297,0.433691689407196,2.864405852373959,4.486702943551681
43,MAGIC.129,1,4,121.66666666666667,726.6589718308134,17.99351418970804,0.2607907901097252,13.634041481633517,17.976508976640076,9.111482384226655,0.35854388268649623,5.879858586902485,9.068875163304746,0.9062749981852424,0.3680744368447109,0.7189560985688916,0.8967390663683009,4.8248879867488865,0.7709922123662554,3.0708143816716196,4.803476610356525
44,MAGIC.13,1,1,140.33333333333334,579.6473040015611,16.813439319219412,0.36837459016585933,10.658549521675278,16.73307115185615,7.511317935558449,0.5377099426689004,4.122834781074583,7.474575191673549,0.7748001752505566,0.20406548934496982,0.595117029474835,0.7748001752505566,3.670521667261916,0.669818071299961,1.845876960876863,3.62043434034407
45,MAGIC.13,1,4,354.6666666666667,1170.2324560931586,14.621191597890268,0.4378173193699853,8.56957629177477,14.58724364010463,6.829123667988611,0.629439791601524,3.3107349686983008,6.8063240174671975,0.8474073571906752,0.3154143404316732,0.6010466305399628,0.8474073571906752,3.4767996903786482,0.8878453171849646,1.5297957725948008,3.4496531238811907
46,MAGIC.131,1,1,137.0,661.6422676352626,15.071550497896084,0.21475786109270065,11.85273631953121,15.05679158961514,7.068490077662239,0.31627427942081376,4.814167837779974,7.054367459491495,0.8175862988353559,0.19403150746970424,0.6460757349864285,0.8175862988353559,3.5631461636276036,0.3877304836737685,2.1193480945684695,3.526600257791237
47,MAGIC.131,1,4,208.33333333333334,1033.1521006012654,15.9026547412524,0.2639978539890719,12.200975915895315,15.895800891138444,7.511916351582634,0.38064230164880547,4.966290161581955,7.506650290569815,0.8691667899437888,0.20747777653893393,0.6506030867738858,0.8691667899437888,3.8397097753622695,0.47061871849290055,2.282896160386005,3.834102033926175
48,MAGIC.132,1,1,131.66666666666666,593.5317525946799,15.200912591761053,0.36841450833477807,10.517410654964115,15.182524789930433,7.5843246905089075,0.49515196185325533,4.5078635685017785,7.565594268951945,0.8530013481456061,0.510674736763093,0.6903759020257362,0.8510434513113804,4.389332160434041,1.6284569044764112,2.5477379469460035,4.352340184256165
49,MAGIC.132,1,4,188.0,895.1430034398383,14.542859409710223,0.26664747555520935,11.085229079284325,14.541558748222032,7.5190973438728435,0.37795100143861565,4.769457063239804,7.504735359292425,0.8474073571906752,0.503397327649478,0.6925782360325606,0.8474073571906752,3.991692313147334,1.5661896048129034,2.5911712822728554,3.972065218121001
50,MAGIC.133,1,1,128.66666666666666,396.0616456062269,14.192297092082036,0.4347671482960311,8.009033000803523,14.052400084111625,6.179842281748894,0.6148297230757674,3.0245712131884535,6.173439230290124,0.8175862988353559,0.39208509081744564,0.6020568833951857,0.8175862988353559,3.2728818199752077,1.2473512561861124,1.4760942509110737,3.248379813359545
51,MAGIC.133,1,4,159.33333333333334,701.1472998877981,15.9592198974703,0.31170848622079306,10.675317107511532,15.939052703132141,7.1426936646610635,0.4254824956606331,4.380258495668297,7.125040391947633,0.8474073571906752,0.33541646201926145,0.6451190979452398,0.8474073571906752,3.9579184158617635,1.058221412974239,2.1433489689523744,3.950398944390636
52,MAGIC.135,1,1,50.666666666666664,270.2087715600751,14.378224342164906,0.17953934938307645,11.494728230661048,14.312009177604487,6.916492407519485,0.295074177305698,4.8545752675255445,6.884836199840147,0.7978682409019612,0.13487245215526614,0.6699759819391353,0.7971727701495613,3.6890017242672273,0.35738568390115577,2.282403750962263,3.6635757148012984
53,MAGIC.135,1,4,69.66666666666667,313.0445874032193,14.926788134052474,0.27330073884312733,11.369339014078585,14.895525874258853,7.175008129967003,0.391336379077648,4.5637670070259135,7.134615048334577,0.8474073571906752,0.4656066313206743,0.6494335356842248,0.8474073571906752,3.7084376462900543,1.3794257512462778,2.4104793940079694,3.6572032813511903
54,MAGIC.137,1,1,135.0,741.9269582718458,16.812649593324398,0.23483670358732303,12.698291103563259,16.801714920789113,8.63155273283103,0.34456258289628655,5.529602037878322,8.56429077171274,0.8530013481456061,0.23608774767066346,0.6968829087095894,0.8530013481456061,4.6063135194102,0.4651825828878186,2.6891938753449174,4.580600750439016
55,MAGIC.137,1,4,166.66666666666666,784.1679485869508,16.344912523968464,0.28688196224212376,11.45601719985138,16.288877762267926,7.689645910765304,0.407250343684394,4.678762696262394,7.650689027590919,0.8474073571906752,0.18569191988218992,0.6513532420634838,0.8474073571906752,3.8365235586372157,0.484350963731782,2.147502801085264,3.81546266608461
56,MAGIC.139,1,1,133.66666666666666,582.2025404248271,13.663534671490988,0.169788272378661,10.930592343626628,13.63071098497795,6.350390848641354,0.2807652653759121,4.369651431510359,6.327172306903012,0.8474073571906752,0.16246963692599,0.6395999943522838,0.8474073571906752,3.3907718388021966,0.38749864185023447,1.9879453365198996,3.362032163942212
57,MAGIC.139,1,4,202.0,782.0124540678398,13.720515583434151,0.2352455896934104,9.907697380492088,13.710788333316515,6.159496136926635,0.34828014360303694,3.8964074520775624,6.157341839239574,0.8474073571906752,0.3191513456342954,0.6470710928817012,0.8474073571906752,3.2929549853430466,0.8183885995592206,1.8969501000253064,3.290565322799256
58,MAGIC.14,1,1,138.66666666666666,841.5548484741549,18.594800457031265,0.23781162935389447,14.230529637069642,18.58747918769403,9.127041200855441,0.34129485339634485,6.088483386830288,9.125605002397398,0.8691667899437888,0.16569551788773038,0.6747131299729046,0.8691667899437888,4.64359225509333,0.43556677854396125,2.8157308205729072,4.638207548827989
59,MAGIC.14,1,4,277.0,1528.9242178211389,16.94935262543378,0.26866393169662667,12.707748495862157,16.938002197173223,8.257542717715987,0.3559625072700496,5.512102270832348,8.250541250233033,0.8474073571906752,0.3868010118984873,0.6939597712801908,0.8474073571906752,4.511364261003599,1.5389517129962158,2.8785593973528285,4.485587767697913
60,MAGIC.140,1,1,93.66666666666667,415.85964135033277,15.00920654707999,0.30312201435088787,10.924824988515942,14.964874487127389,7.4550668292851485,0.4329677466785009,4.452540253626783,7.396541742119946,0.8324968280130155,0.47778266199001324,0.6577957254186381,0.814345032527986,3.912992760038506,1.5586620851541297,2.5042388590583737,3.8832972201610043
61,MAGIC.140,1,4,124.0,658.1199909169151,14.285138945090855,0.17631886882932898,12.057629701906817,14.276739158609104,7.18039387418466,0.2584818260163295,5.329344128839145,7.1601075709648185,0.8474073571906752,0.371424123048399,0.7092983645247314,0.8474073571906752,3.8712533209403017,0.6130357978131941,2.6645244544241202,3.848886079530424
62,MAGIC.142,1,1,109.33333333333333,608.7925580434221,16.67577434955498,0.2319995204298454,12.913973745522576,16.67440653421716,8.669851358378812,0.3388348744687326,5.675914432668019,8.657583829883038,0.8909262226969025,0.3355983129178343,0.7060133099421911,0.8909262226969025,4.572221000452125,0.8556160649301799,2.848838876410032,4.565147599322507
63,MAGIC.142,1,4,140.33333333333334,630.1344671299229,16.28492044269359,0.31047898148588055,11.659315368833305,16.264926683886056,7.772227322102705,0.46352815430142774,4.770120649954517,7.7664825282705365,0.8175862988353559,0.28370997513779256,0.6467046473733059,0.8175862988353559,4.003162693357527,0.6677553954179447,2.2436262340373996,3.9919472104853373
64,MAGIC.143,1,1,124.66666666666667,470.3334520318087,13.146644716566753,0.3550407555488572,8.821780917858105,13.12500933457971,6.5969382506051915,0.5127616822568067,3.766762622963595,6.570189054324163,0.8474073571906752,0.21688730538607207,0.6321713059343516,0.8474073571906752,3.6424829600814426,0.6318997729247307,1.7827024170245134,3.6301204391882336
65,MAGIC.143,1,4,204.33333333333334,869.072410930235,13.57387619947392,0.30938967333415796,9.712330425917768,13.546822443504182,6.506577430953397,0.4437444105190229,4.010018264406111,6.484256513251331,0.8474073571906752,0.3509131087561366,0.6475296283635159,0.8474073571906752,3.489225935606358,1.1567634895021393,1.9845327992031272,3.481132945124721
66,MAGIC.144,1,1,115.0,561.8587892666654,15.018483599140351,0.17296226978690366,12.256018238452333,14.970744789981744,6.869217541608943,0.26782335070534863,4.878013538737473,6.863652272584031,0.8474073571906752,0.3538113461096278,0.665568195819015,0.8474073571906752,3.4927307740039164,0.6384811281524377,2.3402655233182217,3.4704591190957905
67,MAGIC.144,1,4,144.66666666666666,653.672563025179,14.02046375110268,0.18994459615833714,11.43191019502733,14.015499753732804,6.321068463456335,0.2892689333104432,4.533409678409616,6.309159984575072,0.8474073571906752,0.5070445459352472,0.6782336230694747,0.8399520926018452,3.36368899663924,1.0656368814862305,2.253478509846985,3.3237019767398155
68,MAGIC.145,1,1,121.0,517.4168248146113,13.98480456854673,0.2516484919285053,10.519532227681879,13.973347858605186,6.608906571088873,0.3564202479806255,4.316591647464188,6.602323994822847,0.8474073571906752,0.2912905599804287,0.6588704593319145,0.8399520926018452,3.4758438253611317,0.5110233508149539,2.0528188550946123,3.4693120810747717
69,MAGIC.145,1,4,157.0,646.334785736634,13.383732298439066,0.30212320169816037,9.614146159837075,13.344695616565971,6.716023039417821,0.48966408635699593,4.000923244506219,6.685862871798943,0.8175862988353559,0.27946696978708957,0.6374947689553937,0.8175862988353559,3.672752018969453,0.6613614187718055,1.859174068391619,3.6435025494334585
70,MAGIC.147,1,1,78.0,480.3724792535207,18.32496398267986,0.18474789926465673,14.670953218261426,18.282533594211213,8.88767479118181,0.2927912300494652,6.15083614295999,8.844947887055069,0.8474073571906752,0.20773050325084294,0.6827378627856238,0.8474073571906752,4.7417277302249845,0.3846934482531885,2.888474315029878,4.723661881393929
71,MAGIC.147,1,4,105.66666666666667,606.3749573057185,17.77823542535339,0.20199784832864462,13.65717894240828,17.743012891300467,8.323368480376233,0.28938761149326947,5.741683108098097,8.320376400255313,0.8582870735672318,0.5967496285432206,0.7334570236297524,0.8571991019295764,4.3921997554865895,2.0409171189786304,4.319492682815057,4.390319887618808
72,MAGIC.148,1,1,122.66666666666667,570.2976520397093,13.306605591879299,0.2178369486243099,10.273192073890163,13.24938776216763,6.666354509410543,0.292578841839567,4.657424099131983,6.637690381852125,0.8474073571906752,0.14502122860728747,0.6964856689890833,0.8474073571906752,3.5054756409041317,0.3585932620602736,2.238175383282078,3.501301696994311
73,MAGIC.148,1,4,128.0,625.8127066032654,13.396121399085992,0.18026677830972707,10.635396290793256,13.380145487405708,7.02600253994517,0.27450488898944264,4.864170128862521,6.99662031315773,0.8530013481456061,0.39997956699223786,0.7223279118703138,0.85188254995462,3.9470852789965805,1.4635187613458582,2.7213431632816403,3.934404136430866
74,MAGIC.149,1,1,118.33333333333333,487.6109194820512,11.774762922142203,0.255488301639486,8.87581330480286,11.762630915114748,5.725644519393185,0.43594556784974414,3.796161151672846,5.723370538501285,0.7948984370804575,0.4561668475355613,0.6533981979045234,0.7845610223331329,3.320675070851014,1.490333474935909,2.3270282320307794,3.317934924467467
75,MAGIC.149,1,4,202.0,494.7763529556312,11.31135562169897,0.3886755174911618,6.943563626759569,11.294728767339295,5.198440002087019,0.5933100076060338,2.5916474790490196,5.191498376206483,0.8474073571906752,0.371970559785398,0.5943715742879053,0.8474073571906752,2.7611754139315763,0.8400132042495283,1.2332101769851889,2.7495775850523803
76,MAGIC.150,1,1,82.66666666666667,434.19391149928424,14.615412803292068,0.21997152243495632,11.183647534328209,14.491855799229194,7.589710434726565,0.30020994130237194,5.301262406005661,7.579836570327527,0.8943510071349046,0.14442330164350636,0.7142553448305787,0.8779207296544239,4.233207540906406,0.36876998261571253,2.624847121819129,4.186911811891376
77,MAGIC.150,1,4,127.0,631.3755819640805,14.984143016165381,0.31691072353377386,10.709713408641738,14.923297516774623,8.182740714692978,0.4345470840995291,4.944003136444961,8.156889142448225,0.8474073571906752,0.3125229591069935,0.6968659535680569,0.8474073571906752,4.476634498700513,0.6287260758352001,2.478634931793283,4.459142168879967
78,MAGIC.152,1,1,113.0,594.529910523019,15.568365990608905,0.26224108809425867,11.52882890062427,15.566642440154931,7.708795223539194,0.339030837743257,5.254760446790583,7.70257169688768,0.8474073571906752,0.19297831507842775,0.7074783227572167,0.8474073571906752,4.200708130310859,0.4128578834392513,2.5534292344667926,4.194718042867758
79,MAGIC.152,1,4,203.0,756.5546395670011,14.11603144382247,0.38183557299673737,8.82557171132602,14.10959334943378,6.807580691117984,0.5077655604324844,3.7613713503748207,6.803631145358369,0.8474073571906752,0.22100627049886393,0.65225885243509,0.8474073571906752,3.6424829600814412,0.5744766069831507,1.7830008776178206,3.637448737655856
80,MAGIC.153,1,1,72.0,275.95595905633894,12.333922365671123,0.3252225304837282,8.366410590787675,12.24357382314331,6.2917460782713155,0.46980174867051455,3.756666440338384,6.250814422217123,0.8845155654321285,0.20021748277006168,0.6762085885445824,0.8845155654321285,3.765470925668518,0.6081673721761103,1.8546956045582021,3.739184637686824
81,MAGIC.153,1,4,106.0,459.82047931894294,12.679151191276043,0.2552555831132676,9.314014425791008,12.606238390966295,6.585568346145695,0.3512375322349055,4.3367157379660375,6.577370046614372,0.8943510071349046,0.2854211703263036,0.7114729023767471,0.8943510071349046,3.646625041824013,0.6103598833424452,2.186235434677793,3.6380541188336175
82,MAGIC.156,1,1,92.66666666666667,489.7532488486301,16.080552206450704,0.25990510383012844,11.514894054984715,15.944130115423526,8.08460048672679,0.33833394164204433,5.282392715699847,8.068742462085913,0.8719637854212543,0.1793440754379838,0.7098553868999882,0.8657464816963971,4.615234926240352,0.4196973008610443,2.5920164367905882,4.529430109834654
